"~start_node_id","~start_node_labels","~start_node_property_name","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name","~end_node_property_score","~end_node_property_description","~start_node_property_scf_id","~start_node_property_strength","~start_node_property_description"
"832","Policy","Route Traffic to Proxy Servers","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - NET-18.1",9,"Mechanisms exist to route internal communications traffic to external networks through organization-approved proxy servers at managed interfaces. "
"833","Policy","Visibility of Encrypted Communications","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - NET-18.2",5,"Mechanisms exist to configure the proxy to make encrypted communications traffic visible to monitoring tools and mechanisms."
"834","Policy","Route Privileged Network Access","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - NET-18.3",1,"Automated mechanisms exist to route networked, privileged accesses through a dedicated, managed interface for purposes of access control and auditing."
"835","Policy","Web Security","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - WEB-01",8,"Mechanisms exist to facilitate the implementation of an enterprise-wide web management policy, as well as associated standards, controls and procedures."
"836","Policy","Unauthorized Code","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - WEB-01.1",9,"Mechanisms exist to prevent unauthorized code from being present in a secure page as it is rendered in a client’s browser."
"837","Policy","Use of Demilitarized Zones (DMZ)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - WEB-02",9,"Mechanisms exist to utilize a Demilitarized Zone (DMZ) to restrict inbound traffic to authorized devices on certain services, protocols and ports."
"838","Policy","Web Application Firewall (WAF)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - WEB-03",8,"Mechanisms exist to deploy Web Application Firewalls (WAFs) to provide defense-in-depth protection for application-specific threats. "
"839","Policy","Client-Facing Web Services","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - WEB-04",10,"Mechanisms exist to deploy reasonably-expected security controls to protect the confidentiality and availability of client data that is stored, transmitted or processed by the Internet-based service."
"840","Policy","Cookie Management","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - WEB-05",5,"Mechanisms exist to provide individuals with clear and precise information about cookies, in accordance with applicable legal requirements for cookie management."
"841","Policy","Strong Customer Authentication (SCA)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - WEB-06",8,"Mechanisms exist to implement Strong Customer Authentication (SCA) for consumers to reasonably prove their identity."
"842","Policy","Web Security Standard","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - WEB-07",9,"Mechanisms exist to ensure the Open Web Application Security Project (OWASP) Application Security Verification Standard is incorporated into the organization's Secure Systems Development Lifecycle (SSDLC) process."
"843","Policy","Web Application Framework","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - WEB-08",9,"Mechanisms exist to ensure a robust Web Application Framework is used to aid in the development of secure web applications, including web services, web resources and web APIs."
"844","Policy","Validation & Sanitization","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - WEB-09",9,"Mechanisms exist to ensure all input handled by a web application is validated and/or sanitized."
"845","Policy","Secure Web Traffic","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - WEB-10",9,"Mechanisms exist to ensure all web application content is delivered using cryptographic mechanisms (e.g., TLS)."
"846","Policy","Output Encoding","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - WEB-11",9,"Mechanisms exist to ensure output encoding is performed on all content produced by a web application to reduce the likelihood of cross-site scripting and other injection attacks."
"847","Policy","Web Browser Security","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - WEB-12",9,"Mechanisms exist to ensure web applications implement Content-Security-Policy, HSTS and X-Frame-Options response headers to protect both the web application and its users."
"848","Policy","Website Change Detection","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - WEB-13",8,"Mechanisms exist to detect and respond to Indicators of Compromise (IoC) for unauthorized alterations, additions, deletions or changes on websites that store, process and/or transmit sensitive / regulated data. "
"849","Policy","Data Privacy Program","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-01",10,"Mechanisms exist to facilitate the implementation and operation of data privacy controls. "
"850","Policy","Chief Privacy Officer (CPO)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-01.1",3,"Mechanisms exist to appoints a Chief Privacy Officer (CPO) or similar role, with the authority, mission, accountability and resources to coordinate, develop and implement, applicable data privacy requirements and manage data privacy risks through the organization-wide data privacy program."
"851","Policy","Privacy Act Statements","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-01.2",2,"Mechanisms exist to provide additional formal notice to individuals from whom the information is being collected that includes:  ▪ Notice of the authority of organizations to collect Personal Data (PD);   ▪ Whether providing Personal Data (PD) is mandatory or optional;   ▪ The principal purpose or purposes for which the Personal Data (PD) is to be used;   ▪ The intended disclosures or routine uses of the information; and   ▪ The consequences of not providing all or some portion of the information requested."
"852","Policy","Dissemination of Data Privacy Program Information ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-01.3",5,"Mechanisms exist to:   ▪ Ensure that the public has access to information about organizational data privacy activities and can communicate with its Chief Privacy Officer (CPO) or similar role;  ▪ Ensure that organizational data privacy practices are publicly available through organizational websites or otherwise; and  ▪ Utilize publicly facing email addresses and/or phone lines to enable the public to provide feedback and/or direct questions to data privacy office(s) regarding data privacy practices."
"853","Policy","Data Protection Officer (DPO)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-01.4",7,"Mechanisms exist to appoint a Data Protection Officer (DPO):  ▪ Based on the basis of professional qualities; and  ▪ To be involved in all issues related to the protection of personal data."
"854","Policy","Binding Corporate Rules (BCR)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-01.5",5,"Mechanisms exist to implement and manage Binding Corporate Rules (BCR) (e.g., data sharing agreement) to legally-bind all parties engaged in a joint economic activity that contractually states enforceable rights on data subjects with regard to the processing of their personal data."
"855","Policy","Security of Personal Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-01.6",7,"Mechanisms exist to ensure Personal Data (PD) is protected by security safeguards that are sufficient and appropriately scoped to protect the confidentiality and integrity of the PD."
"856","Policy","Limiting Personal Data Disclosures","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-01.7",7,"Mechanisms exist to limit the disclosure of Personal Data (PD) to authorized parties for the sole purpose for which the PD was obtained."
"857","Policy","Data Privacy Notice","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-02",7,"Mechanisms exist to: ▪ Make data privacy notice(s) available to individuals upon first interacting with an organization and subsequently as necessary;  ▪ Ensure that data privacy notices are clear and easy-to-understand, expressing information about Personal Data (PD) processing in plain language that meet all legal obligations; and ▪ Define the scope of PD processing activities, including the geographic locations and third-party recipients that process the PD within the scope of the data privacy notice."
"858","Policy","Purpose Specification","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-02.1",7,"Mechanisms exist to identify and document the purpose(s) for which Personal Data (PD) is collected, used, maintained and shared in its data privacy notices."
"859","Policy","Automated Data Management Processes","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-02.2",1,"Automated mechanisms exist to adjust data that is able to be collected, created, used, disseminated, maintained, retained and/or disclosed, based on updated data subject authorization(s)."
"860","Policy","Computer Matching Agreements (CMA) ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-02.3",1,"Mechanisms exist to publish Computer Matching Agreements (CMA) on the public website of the organization."
"861","Policy","System of Records Notice (SORN)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-02.4",1,"Mechanisms exist to draft, publish and keep System of Records Notices (SORN) updated in accordance with regulatory guidance."
"862","Policy","System of Records Notice (SORN) Review Process","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-02.5",1,"Mechanisms exist to review all routine uses of data published in the System of Records Notices (SORN) to ensure continued accuracy and to ensure that routine uses continue to be compatible with the purpose for which the information was collected."
"863","Policy","Privacy Act Exemptions","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-02.6",1,"Mechanisms exist to review all Privacy Act exemptions claimed for the System of Records Notices (SORN) to ensure they remain appropriate and accurate."
"864","Policy","Real-Time or Layered Notice","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-02.7",2,"Mechanisms exist to provide real-time and/or layered notice when Personal Data (PD) is collected that provides data subjects with a summary of key points or more detailed information that is specific to the organization's data privacy notice."
"865","Policy","Choice & Consent","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-03",7,"Mechanisms exist to authorize the processing of their Personal Data (PD) prior to its collection that: ▪ Uses plain language and provide examples to illustrate the potential data privacy risks of the authorization; and ▪ Provides a means for users to decline the authorization. "
"866","Policy","Tailored Consent","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-03.1",1,"Mechanisms exist to allow data subjects to modify the use permissions to selected attributes of their Personal Data (PD)."
"867","Policy","Just-In-Time Notice & Updated Consent","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-03.2",1,"Mechanisms exist to present authorizations to process Personal Data (PD) in conjunction with the data action, when: ▪ The original circumstances under which an individual gave consent have changed; or ▪ A significant amount of time has passed since an individual gave consent."
"868","Policy","Prohibition Of Selling or Sharing Personal Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-03.3",5,"Mechanisms exist to prevent the sale or sharing of Personal Data (PD) when instructed by the data subject."
"869","Policy","Revoke Consent","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-03.4",3,"Mechanisms exist to allow data subjects to revoke consent to the processing of their Personal Data (PD)."
"870","Policy","Product or Service Delivery Restrictions","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-03.5",7,"Mechanisms exist to prohibit the refusal of products and/or services on the grounds that a data subject does not agree to the processing of Personal Data (PD) or withdraws consent."
"871","Policy","Authorized Agent","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-03.6",6,"Mechanisms exist to allow data subjects to authorize another person or entity, acting on the data subject's behalf, to make Personal Data (PD) processing decisions."
"872","Policy","Active Participation By Data Subjects","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-03.7",3,"Mechanisms exist to compel data subjects to select the level of consent deemed appropriate by the data subject for the relevant business purpose (e.g., opt-in, opt-out, accept all cookies, etc.)."
"873","Policy","Global Privacy Control (GPC)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-03.8",5,"Automated mechanisms exist to provide data subjects with functionality to exercise pre-selected opt-out preferences (e.g., opt-out signal)."
"874","Policy","Restrict Collection To Identified Purpose","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-04",7,"Mechanisms exist to collect Personal Data (PD) only for the purposes identified in the data privacy notice and includes protections against collecting PD from minors without appropriate parental, or legal guardian, consent."
"875","Policy","Authority To Collect, Use, Maintain & Share Personal Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-04.1",7,"Mechanisms exist to determine and document the legal authority that permits the collection, use, maintenance and sharing of Personal Data (PD), either generally or in support of a specific program or system need."
"876","Policy","Primary Sources","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-04.2",7,"Mechanisms exist to ensure information is directly collected from the data subject, whenever possible."
"877","Policy","Identifiable Image Collection","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-04.3",7,"Mechanisms exist to restrict the collection, processing, storage and sharing of photographic and/or video surveillance image collection that can identify individuals to legitimate business needs."
"878","Policy","Acquired Personal Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-04.4",6,"Mechanisms exist to promptly inform data subjects of the utilization purpose when their Personal Data (PD) is acquired and not received directly from the data subject, except where that utilization purpose was disclosed in advance to the data subject."
"879","Policy","Validate Collected Personal Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-04.5",1,"Mechanisms exist to ensure that the data subject, or authorized representative, validate Personal Data (PD) during the collection process."
"880","Policy","Re-Validate Collected Personal Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-04.6",1,"Mechanisms exist to ensure that the data subject, or authorized representative, re-validate that Personal Data (PD) acquired during the collection process is still accurate."
"881","Policy","Personal Data Retention & Disposal","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-05",8,"Mechanisms exist to:   ▪ Retain Personal Data (PD), including metadata, for an organization-defined time period to fulfill the purpose(s) identified in the notice or as required by law;  ▪ Dispose of, destroys, erases, and/or anonymizes the PD, regardless of the method of storage; and  ▪ Use organization-defined techniques or methods to ensure secure deletion or destruction of PD (including originals, copies and archived records)."
"882","Policy","Internal Use of Personal Data For Testing, Training and Research","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-05.1",8,"Mechanisms exist to address the use of Personal Data (PD) for internal testing, training and research that:  ▪ Takes measures to limit or minimize the amount of PD used for internal testing, training and research purposes; and  ▪ Authorizes the use of PD when such information is required for internal testing, training and research."
"883","Policy","Personal Data Accuracy & Integrity","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-05.2",5,"Mechanisms exist to confirm the accuracy and relevance of Personal Data (PD) throughout the information lifecycle."
"884","Policy","Data Masking","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-05.3",8,"Mechanisms exist to mask sensitive information through data anonymization, pseudonymization, redaction or de-identification."
"885","Policy","Usage Restrictions of Sensitive Personal Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-05.4",8,"Mechanisms exist to restrict the use of Personal Data (PD) to only the authorized purpose(s) consistent with applicable laws, regulations and in data privacy notices. "
"886","Policy","Inventory of Personal Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-05.5",8,"Mechanisms exist to establish, maintain and update an inventory that contains a listing of all programs and systems identified as collecting, using, maintaining, or sharing Personal Data (PD). "
"887","Policy","Personal Data Inventory Automation Support","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-05.6",1,"Automated mechanisms exist to determine if Personal Data (PD) is maintained in electronic form."
"888","Policy","Personal Data Categories","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-05.7",5,"Mechanisms exist to define and implement data handling and protection requirements for specific categories of sensitive Personal Data (PD)."
"889","Policy","Data Subject Access","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-06",6,"Mechanisms exist to provide data subjects the ability to access their Personal Data (PD) maintained in organizational systems of records."
"890","Policy","Correcting Inaccurate Personal Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-06.1",5,"Mechanisms exist to establish and implement a process for:  ▪ Data subjects to have inaccurate Personal Data (PD) maintained by the organization corrected or amended; and  ▪ Disseminating corrections or amendments of PD to other authorized users of the PD."
"891","Policy","Notice of Correction or Processing Change","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-06.2",4,"Mechanisms exist to notify affected data subjects if their Personal Data (PD) has been corrected or amended."
"892","Policy","Appeal Adverse Decision","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-06.3",4,"Mechanisms exist to provide an organization-defined process for data subjects to appeal an adverse decision and have incorrect information amended."
"893","Policy","User Feedback Management","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-06.4",5,"Mechanisms exist to implement a process for receiving and responding to complaints, concerns or questions from data subjects about the organizational data privacy practices."
"894","Policy","Right to Erasure","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-06.5",5,"Mechanisms exist to erase personal data of a data subject, without delay."
"895","Policy","Data Portability","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-06.6",3,"Mechanisms exist to export Personal Data (PD) in a structured, commonly used and machine-readable format that allows the data subject to transmit the data to another controller without hindrance."
"896","Policy","Personal Data Exportability","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-06.7",5,"Mechanisms exist to digitally export Personal Data (PD) in a secure manner upon request by the data subject."
"897","Policy","Information Sharing With Third Parties","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-07",9,"Mechanisms exist to disclose Personal Data (PD) to third-parties only for the purposes identified in the data privacy notice and with the implicit or explicit consent of the data subject. "
"898","Policy","Data Privacy Requirements for Contractors & Service Providers ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-07.1",10,"Mechanisms exist to include data privacy requirements in contracts and other acquisition-related documents that establish data privacy roles and responsibilities for contractors and service providers. "
"899","Policy","Joint Processing of Personal Data","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-07.2",5,"Mechanisms exist to clearly define and communicate the organization's role in processing Personal Data (PD) in the data processing ecosystem. "
"900","Policy","Obligation To Inform Third-Parties","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-07.3",5,"Mechanisms exist to inform applicable third-parties of any modification, deletion or other change that affects shared Personal Data (PD)."
"901","Policy","Reject Unauthorized Disclosure Requests","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-07.4",5,"Mechanisms exist to reject unauthorized disclosure requests."
"902","Policy","Testing, Training & Monitoring","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-08",8,"Mechanisms exist to conduct cybersecurity & data privacy testing, training and monitoring activities "
"903","Policy","Personal Data Lineage","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-09",5,"Mechanisms exist to utilize a record of processing activities to maintain a record of Personal Data (PD) that is stored, transmitted and/or processed under the organization's responsibility."
"904","Policy","Data Quality Management","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-10",5,"Mechanisms exist to issue guidelines ensuring and maximizing the quality, utility, objectivity, integrity, impact determination and de-identification of Personal Data (PD) across the information lifecycle."
"905","Policy","Automation","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-10.1",1,"Automated mechanisms exist to support the evaluation of data quality across the information lifecycle."
"906","Policy","Data Analytics Bias","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-10.2",5,"Mechanisms exist to evaluate its analytical processes for potential bias."
"907","Policy","Data Tagging","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-11",3,"Mechanisms exist to issue data modeling guidelines to support tagging of sensitive/regulated data."
"908","Policy","Updating Personal Data (PD)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-12",9,"Mechanisms exist to develop processes to identify and record the method under which Personal Data (PD) is updated and the frequency that such updates occur."
"909","Policy","Data Management Board","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-13",3,"Mechanisms exist to establish a written charter for a Data Management Board (DMB) and assigned organization-defined roles to the DMB."
"910","Policy","Data Privacy Records & Reporting","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-14",8,"Mechanisms exist to maintain data privacy-related records and develop, disseminate and update reports to internal senior management, as well as external oversight bodies, as appropriate, to demonstrate accountability with specific statutory and regulatory data privacy program mandates."
"911","Policy","Accounting of Disclosures","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-14.1",8,"Mechanisms exist to develop and maintain an accounting of disclosures of Personal Data (PD) held by the organization and make the accounting of disclosures available to the person named in the record, upon request."
"912","Policy","Notification of Disclosure Request To Data Subject","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-14.2",5,"Mechanisms exist to notify data subjects of applicable legal requests to disclose Personal Data (PD)."
"913","Policy","Register As A Data Controller and/or Data Processor","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-15",3,"Mechanisms exist to register as a data controller and/or data processor, including registering databases containing Personal Data (PD) with the appropriate Data Authority, when necessary."
"914","Policy","Potential Human Rights Abuses","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-16",10,"Mechanisms exist to constrain the supply of physical and/or digital activity logs to the host government that can directly lead to contravention of the Universal Declaration of Human Rights (UDHR), as well as other applicable statutory, regulatory and/or contractual obligations."
"915","Policy","Data Subject Communications","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-17",6,"Mechanisms exist to craft disclosures and communications to data subjects such that the material is readily accessible and written in a manner that is concise, unambiguous and understandable by a reasonable person."
"916","Policy","Conspicuous Link To Data Privacy Notice","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-17.1",4,"Mechanisms exist to include a conspicuous link to the organization's data privacy notice on all consumer-facing websites and mobile applications."
"917","Policy","Notice of Financial Incentive","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - PRI-17.2",2,"Mechanisms exist to provide data subjects with a Notice of Financial Incentive that explains the material terms of a financial incentive, price or service difference so the data subject can make an informed decision about whether to participate."
"918","Policy","Threat Intelligence Program","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - THR-01",8,"Mechanisms exist to implement a threat intelligence program that includes a cross-organization information-sharing capability that can influence the development of the system and security architectures, selection of security solutions, monitoring, threat hunting, response and recovery activities."
"919","Policy","Indicators of Exposure (IOE)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - THR-02",8,"Mechanisms exist to develop Indicators of Exposure (IOE) to understand the potential attack vectors that attackers could use to attack the organization. "
"920","Policy","Threat Intelligence Feeds","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - THR-03",8,"Mechanisms exist to maintain situational awareness of evolving threats by leveraging the knowledge of attacker tactics, techniques and procedures to facilitate the implementation of preventative and compensating controls."
"921","Policy","Insider Threat Program ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - THR-04",8,"Mechanisms exist to implement an insider threat program that includes a cross-discipline insider threat incident handling team. "
"922","Policy","Insider Threat Awareness","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - THR-05",8,"Mechanisms exist to utilize security awareness training on recognizing and reporting potential indicators of insider threat."
"923","Policy","Vulnerability Disclosure Program (VDP)","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - THR-06",8,"Mechanisms exist to establish a Vulnerability Disclosure Program (VDP) to assist with the secure development and maintenance of products and services that receives unsolicited input from the public about vulnerabilities in organizational systems, services and processes."
"924","Policy","Threat Hunting","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - THR-07",4,"Mechanisms exist to perform cyber threat hunting that uses Indicators of Compromise (IoC) to detect, track and disrupt threats that evade existing security controls."
"925","Policy","Tainting","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - THR-08",1,"Mechanisms exist to embed false data or steganographic data in files to enable the organization to determine if data has been exfiltrated and provide a means to identify the individual(s) involved."
"926","Policy","Threat Catalog","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - THR-09",5,"Mechanisms exist to develop and keep current a catalog of applicable internal and external threats to the organization, both natural and manmade."
"927","Policy","Threat Analysis","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - THR-10",7,"Mechanisms exist to identify, assess, prioritize and document the potential impact(s) and likelihood(s) of applicable internal and external threats."
"928","Policy","Identity & Access Management (IAM) ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-01",10,"Mechanisms exist to facilitate the implementation of identification and access management controls."
"929","Policy","Retain Access Records","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-01.1",3,"Mechanisms exist to retain a record of personnel accountability to ensure there is a record of all access granted to an individual (system and application-wise), who provided the authorization, when the authorization was granted and when the access was last reviewed."
"930","Policy","Identification & Authentication for Organizational Users ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-02",9,"Mechanisms exist to uniquely identify and centrally Authenticate, Authorize and Audit (AAA) organizational users and processes acting on behalf of organizational users. "
"931","Policy","Group Authentication ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-02.1",7,"Mechanisms exist to require individuals to be authenticated with an individual authenticator when a group authenticator is utilized. "
"932","Policy","Network Access to Privileged Accounts - Replay Resistant","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-02.2",9,"Automated mechanisms exist to employ replay-resistant network access authentication."
"933","Policy","Acceptance of PIV Credentials ","CONTRIBUTES_WEIGHT_TO","20","Security_Operations_Policies","Security Operations Policies",,,"OPS - IAC-02.3",2,"Mechanisms exist to accept and electronically verify organizational Personal Identity Verification (PIV) credentials. "
