"~id","~labels","name","score","description","scf_id","strength"
"841","Policy","Strong Customer Authentication (SCA)",,"Mechanisms exist to implement Strong Customer Authentication (SCA) for consumers to reasonably prove their identity.","OPS - WEB-06",8
"842","Policy","Web Security Standard",,"Mechanisms exist to ensure the Open Web Application Security Project (OWASP) Application Security Verification Standard is incorporated into the organization's Secure Systems Development Lifecycle (SSDLC) process.","OPS - WEB-07",9
"843","Policy","Web Application Framework",,"Mechanisms exist to ensure a robust Web Application Framework is used to aid in the development of secure web applications, including web services, web resources and web APIs.","OPS - WEB-08",9
"844","Policy","Validation & Sanitization",,"Mechanisms exist to ensure all input handled by a web application is validated and/or sanitized.","OPS - WEB-09",9
"845","Policy","Secure Web Traffic",,"Mechanisms exist to ensure all web application content is delivered using cryptographic mechanisms (e.g., TLS).","OPS - WEB-10",9
"846","Policy","Output Encoding",,"Mechanisms exist to ensure output encoding is performed on all content produced by a web application to reduce the likelihood of cross-site scripting and other injection attacks.","OPS - WEB-11",9
"847","Policy","Web Browser Security",,"Mechanisms exist to ensure web applications implement Content-Security-Policy, HSTS and X-Frame-Options response headers to protect both the web application and its users.","OPS - WEB-12",9
"848","Policy","Website Change Detection",,"Mechanisms exist to detect and respond to Indicators of Compromise (IoC) for unauthorized alterations, additions, deletions or changes on websites that store, process and/or transmit sensitive / regulated data. ","OPS - WEB-13",8
"849","Policy","Data Privacy Program",,"Mechanisms exist to facilitate the implementation and operation of data privacy controls. ","OPS - PRI-01",10
"850","Policy","Chief Privacy Officer (CPO)",,"Mechanisms exist to appoints a Chief Privacy Officer (CPO) or similar role, with the authority, mission, accountability and resources to coordinate, develop and implement, applicable data privacy requirements and manage data privacy risks through the organization-wide data privacy program.","OPS - PRI-01.1",3
"851","Policy","Privacy Act Statements",,"Mechanisms exist to provide additional formal notice to individuals from whom the information is being collected that includes:  ▪ Notice of the authority of organizations to collect Personal Data (PD);   ▪ Whether providing Personal Data (PD) is mandatory or optional;   ▪ The principal purpose or purposes for which the Personal Data (PD) is to be used;   ▪ The intended disclosures or routine uses of the information; and   ▪ The consequences of not providing all or some portion of the information requested.","OPS - PRI-01.2",2
"852","Policy","Dissemination of Data Privacy Program Information ",,"Mechanisms exist to:   ▪ Ensure that the public has access to information about organizational data privacy activities and can communicate with its Chief Privacy Officer (CPO) or similar role;  ▪ Ensure that organizational data privacy practices are publicly available through organizational websites or otherwise; and  ▪ Utilize publicly facing email addresses and/or phone lines to enable the public to provide feedback and/or direct questions to data privacy office(s) regarding data privacy practices.","OPS - PRI-01.3",5
"853","Policy","Data Protection Officer (DPO)",,"Mechanisms exist to appoint a Data Protection Officer (DPO):  ▪ Based on the basis of professional qualities; and  ▪ To be involved in all issues related to the protection of personal data.","OPS - PRI-01.4",7
"854","Policy","Binding Corporate Rules (BCR)",,"Mechanisms exist to implement and manage Binding Corporate Rules (BCR) (e.g., data sharing agreement) to legally-bind all parties engaged in a joint economic activity that contractually states enforceable rights on data subjects with regard to the processing of their personal data.","OPS - PRI-01.5",5
"855","Policy","Security of Personal Data",,"Mechanisms exist to ensure Personal Data (PD) is protected by security safeguards that are sufficient and appropriately scoped to protect the confidentiality and integrity of the PD.","OPS - PRI-01.6",7
"856","Policy","Limiting Personal Data Disclosures",,"Mechanisms exist to limit the disclosure of Personal Data (PD) to authorized parties for the sole purpose for which the PD was obtained.","OPS - PRI-01.7",7
"857","Policy","Data Privacy Notice",,"Mechanisms exist to: ▪ Make data privacy notice(s) available to individuals upon first interacting with an organization and subsequently as necessary;  ▪ Ensure that data privacy notices are clear and easy-to-understand, expressing information about Personal Data (PD) processing in plain language that meet all legal obligations; and ▪ Define the scope of PD processing activities, including the geographic locations and third-party recipients that process the PD within the scope of the data privacy notice.","OPS - PRI-02",7
"858","Policy","Purpose Specification",,"Mechanisms exist to identify and document the purpose(s) for which Personal Data (PD) is collected, used, maintained and shared in its data privacy notices.","OPS - PRI-02.1",7
"859","Policy","Automated Data Management Processes",,"Automated mechanisms exist to adjust data that is able to be collected, created, used, disseminated, maintained, retained and/or disclosed, based on updated data subject authorization(s).","OPS - PRI-02.2",1
"860","Policy","Computer Matching Agreements (CMA) ",,"Mechanisms exist to publish Computer Matching Agreements (CMA) on the public website of the organization.","OPS - PRI-02.3",1
"861","Policy","System of Records Notice (SORN)",,"Mechanisms exist to draft, publish and keep System of Records Notices (SORN) updated in accordance with regulatory guidance.","OPS - PRI-02.4",1
"862","Policy","System of Records Notice (SORN) Review Process",,"Mechanisms exist to review all routine uses of data published in the System of Records Notices (SORN) to ensure continued accuracy and to ensure that routine uses continue to be compatible with the purpose for which the information was collected.","OPS - PRI-02.5",1
"863","Policy","Privacy Act Exemptions",,"Mechanisms exist to review all Privacy Act exemptions claimed for the System of Records Notices (SORN) to ensure they remain appropriate and accurate.","OPS - PRI-02.6",1
"864","Policy","Real-Time or Layered Notice",,"Mechanisms exist to provide real-time and/or layered notice when Personal Data (PD) is collected that provides data subjects with a summary of key points or more detailed information that is specific to the organization's data privacy notice.","OPS - PRI-02.7",2
"865","Policy","Choice & Consent",,"Mechanisms exist to authorize the processing of their Personal Data (PD) prior to its collection that: ▪ Uses plain language and provide examples to illustrate the potential data privacy risks of the authorization; and ▪ Provides a means for users to decline the authorization. ","OPS - PRI-03",7
"866","Policy","Tailored Consent",,"Mechanisms exist to allow data subjects to modify the use permissions to selected attributes of their Personal Data (PD).","OPS - PRI-03.1",1
"867","Policy","Just-In-Time Notice & Updated Consent",,"Mechanisms exist to present authorizations to process Personal Data (PD) in conjunction with the data action, when: ▪ The original circumstances under which an individual gave consent have changed; or ▪ A significant amount of time has passed since an individual gave consent.","OPS - PRI-03.2",1
"868","Policy","Prohibition Of Selling or Sharing Personal Data",,"Mechanisms exist to prevent the sale or sharing of Personal Data (PD) when instructed by the data subject.","OPS - PRI-03.3",5
"869","Policy","Revoke Consent",,"Mechanisms exist to allow data subjects to revoke consent to the processing of their Personal Data (PD).","OPS - PRI-03.4",3
"870","Policy","Product or Service Delivery Restrictions",,"Mechanisms exist to prohibit the refusal of products and/or services on the grounds that a data subject does not agree to the processing of Personal Data (PD) or withdraws consent.","OPS - PRI-03.5",7
"871","Policy","Authorized Agent",,"Mechanisms exist to allow data subjects to authorize another person or entity, acting on the data subject's behalf, to make Personal Data (PD) processing decisions.","OPS - PRI-03.6",6
"872","Policy","Active Participation By Data Subjects",,"Mechanisms exist to compel data subjects to select the level of consent deemed appropriate by the data subject for the relevant business purpose (e.g., opt-in, opt-out, accept all cookies, etc.).","OPS - PRI-03.7",3
"873","Policy","Global Privacy Control (GPC)",,"Automated mechanisms exist to provide data subjects with functionality to exercise pre-selected opt-out preferences (e.g., opt-out signal).","OPS - PRI-03.8",5
"874","Policy","Restrict Collection To Identified Purpose",,"Mechanisms exist to collect Personal Data (PD) only for the purposes identified in the data privacy notice and includes protections against collecting PD from minors without appropriate parental, or legal guardian, consent.","OPS - PRI-04",7
"875","Policy","Authority To Collect, Use, Maintain & Share Personal Data",,"Mechanisms exist to determine and document the legal authority that permits the collection, use, maintenance and sharing of Personal Data (PD), either generally or in support of a specific program or system need.","OPS - PRI-04.1",7
"876","Policy","Primary Sources",,"Mechanisms exist to ensure information is directly collected from the data subject, whenever possible.","OPS - PRI-04.2",7
"877","Policy","Identifiable Image Collection",,"Mechanisms exist to restrict the collection, processing, storage and sharing of photographic and/or video surveillance image collection that can identify individuals to legitimate business needs.","OPS - PRI-04.3",7
"878","Policy","Acquired Personal Data",,"Mechanisms exist to promptly inform data subjects of the utilization purpose when their Personal Data (PD) is acquired and not received directly from the data subject, except where that utilization purpose was disclosed in advance to the data subject.","OPS - PRI-04.4",6
"879","Policy","Validate Collected Personal Data",,"Mechanisms exist to ensure that the data subject, or authorized representative, validate Personal Data (PD) during the collection process.","OPS - PRI-04.5",1
"880","Policy","Re-Validate Collected Personal Data",,"Mechanisms exist to ensure that the data subject, or authorized representative, re-validate that Personal Data (PD) acquired during the collection process is still accurate.","OPS - PRI-04.6",1
"881","Policy","Personal Data Retention & Disposal",,"Mechanisms exist to:   ▪ Retain Personal Data (PD), including metadata, for an organization-defined time period to fulfill the purpose(s) identified in the notice or as required by law;  ▪ Dispose of, destroys, erases, and/or anonymizes the PD, regardless of the method of storage; and  ▪ Use organization-defined techniques or methods to ensure secure deletion or destruction of PD (including originals, copies and archived records).","OPS - PRI-05",8
"882","Policy","Internal Use of Personal Data For Testing, Training and Research",,"Mechanisms exist to address the use of Personal Data (PD) for internal testing, training and research that:  ▪ Takes measures to limit or minimize the amount of PD used for internal testing, training and research purposes; and  ▪ Authorizes the use of PD when such information is required for internal testing, training and research.","OPS - PRI-05.1",8
"883","Policy","Personal Data Accuracy & Integrity",,"Mechanisms exist to confirm the accuracy and relevance of Personal Data (PD) throughout the information lifecycle.","OPS - PRI-05.2",5
"884","Policy","Data Masking",,"Mechanisms exist to mask sensitive information through data anonymization, pseudonymization, redaction or de-identification.","OPS - PRI-05.3",8
"885","Policy","Usage Restrictions of Sensitive Personal Data",,"Mechanisms exist to restrict the use of Personal Data (PD) to only the authorized purpose(s) consistent with applicable laws, regulations and in data privacy notices. ","OPS - PRI-05.4",8
"886","Policy","Inventory of Personal Data",,"Mechanisms exist to establish, maintain and update an inventory that contains a listing of all programs and systems identified as collecting, using, maintaining, or sharing Personal Data (PD). ","OPS - PRI-05.5",8
"887","Policy","Personal Data Inventory Automation Support",,"Automated mechanisms exist to determine if Personal Data (PD) is maintained in electronic form.","OPS - PRI-05.6",1
"888","Policy","Personal Data Categories",,"Mechanisms exist to define and implement data handling and protection requirements for specific categories of sensitive Personal Data (PD).","OPS - PRI-05.7",5
"889","Policy","Data Subject Access",,"Mechanisms exist to provide data subjects the ability to access their Personal Data (PD) maintained in organizational systems of records.","OPS - PRI-06",6
"890","Policy","Correcting Inaccurate Personal Data",,"Mechanisms exist to establish and implement a process for:  ▪ Data subjects to have inaccurate Personal Data (PD) maintained by the organization corrected or amended; and  ▪ Disseminating corrections or amendments of PD to other authorized users of the PD.","OPS - PRI-06.1",5
"891","Policy","Notice of Correction or Processing Change",,"Mechanisms exist to notify affected data subjects if their Personal Data (PD) has been corrected or amended.","OPS - PRI-06.2",4
"892","Policy","Appeal Adverse Decision",,"Mechanisms exist to provide an organization-defined process for data subjects to appeal an adverse decision and have incorrect information amended.","OPS - PRI-06.3",4
"893","Policy","User Feedback Management",,"Mechanisms exist to implement a process for receiving and responding to complaints, concerns or questions from data subjects about the organizational data privacy practices.","OPS - PRI-06.4",5
"894","Policy","Right to Erasure",,"Mechanisms exist to erase personal data of a data subject, without delay.","OPS - PRI-06.5",5
"895","Policy","Data Portability",,"Mechanisms exist to export Personal Data (PD) in a structured, commonly used and machine-readable format that allows the data subject to transmit the data to another controller without hindrance.","OPS - PRI-06.6",3
"896","Policy","Personal Data Exportability",,"Mechanisms exist to digitally export Personal Data (PD) in a secure manner upon request by the data subject.","OPS - PRI-06.7",5
"897","Policy","Information Sharing With Third Parties",,"Mechanisms exist to disclose Personal Data (PD) to third-parties only for the purposes identified in the data privacy notice and with the implicit or explicit consent of the data subject. ","OPS - PRI-07",9
"898","Policy","Data Privacy Requirements for Contractors & Service Providers ",,"Mechanisms exist to include data privacy requirements in contracts and other acquisition-related documents that establish data privacy roles and responsibilities for contractors and service providers. ","OPS - PRI-07.1",10
"899","Policy","Joint Processing of Personal Data",,"Mechanisms exist to clearly define and communicate the organization's role in processing Personal Data (PD) in the data processing ecosystem. ","OPS - PRI-07.2",5
"900","Policy","Obligation To Inform Third-Parties",,"Mechanisms exist to inform applicable third-parties of any modification, deletion or other change that affects shared Personal Data (PD).","OPS - PRI-07.3",5
"901","Policy","Reject Unauthorized Disclosure Requests",,"Mechanisms exist to reject unauthorized disclosure requests.","OPS - PRI-07.4",5
"902","Policy","Testing, Training & Monitoring",,"Mechanisms exist to conduct cybersecurity & data privacy testing, training and monitoring activities ","OPS - PRI-08",8
"903","Policy","Personal Data Lineage",,"Mechanisms exist to utilize a record of processing activities to maintain a record of Personal Data (PD) that is stored, transmitted and/or processed under the organization's responsibility.","OPS - PRI-09",5
"904","Policy","Data Quality Management",,"Mechanisms exist to issue guidelines ensuring and maximizing the quality, utility, objectivity, integrity, impact determination and de-identification of Personal Data (PD) across the information lifecycle.","OPS - PRI-10",5
"905","Policy","Automation",,"Automated mechanisms exist to support the evaluation of data quality across the information lifecycle.","OPS - PRI-10.1",1
"906","Policy","Data Analytics Bias",,"Mechanisms exist to evaluate its analytical processes for potential bias.","OPS - PRI-10.2",5
"907","Policy","Data Tagging",,"Mechanisms exist to issue data modeling guidelines to support tagging of sensitive/regulated data.","OPS - PRI-11",3
"908","Policy","Updating Personal Data (PD)",,"Mechanisms exist to develop processes to identify and record the method under which Personal Data (PD) is updated and the frequency that such updates occur.","OPS - PRI-12",9
"909","Policy","Data Management Board",,"Mechanisms exist to establish a written charter for a Data Management Board (DMB) and assigned organization-defined roles to the DMB.","OPS - PRI-13",3
"910","Policy","Data Privacy Records & Reporting",,"Mechanisms exist to maintain data privacy-related records and develop, disseminate and update reports to internal senior management, as well as external oversight bodies, as appropriate, to demonstrate accountability with specific statutory and regulatory data privacy program mandates.","OPS - PRI-14",8
"911","Policy","Accounting of Disclosures",,"Mechanisms exist to develop and maintain an accounting of disclosures of Personal Data (PD) held by the organization and make the accounting of disclosures available to the person named in the record, upon request.","OPS - PRI-14.1",8
"912","Policy","Notification of Disclosure Request To Data Subject",,"Mechanisms exist to notify data subjects of applicable legal requests to disclose Personal Data (PD).","OPS - PRI-14.2",5
"913","Policy","Register As A Data Controller and/or Data Processor",,"Mechanisms exist to register as a data controller and/or data processor, including registering databases containing Personal Data (PD) with the appropriate Data Authority, when necessary.","OPS - PRI-15",3
"914","Policy","Potential Human Rights Abuses",,"Mechanisms exist to constrain the supply of physical and/or digital activity logs to the host government that can directly lead to contravention of the Universal Declaration of Human Rights (UDHR), as well as other applicable statutory, regulatory and/or contractual obligations.","OPS - PRI-16",10
"915","Policy","Data Subject Communications",,"Mechanisms exist to craft disclosures and communications to data subjects such that the material is readily accessible and written in a manner that is concise, unambiguous and understandable by a reasonable person.","OPS - PRI-17",6
"916","Policy","Conspicuous Link To Data Privacy Notice",,"Mechanisms exist to include a conspicuous link to the organization's data privacy notice on all consumer-facing websites and mobile applications.","OPS - PRI-17.1",4
"917","Policy","Notice of Financial Incentive",,"Mechanisms exist to provide data subjects with a Notice of Financial Incentive that explains the material terms of a financial incentive, price or service difference so the data subject can make an informed decision about whether to participate.","OPS - PRI-17.2",2
"918","Policy","Threat Intelligence Program",,"Mechanisms exist to implement a threat intelligence program that includes a cross-organization information-sharing capability that can influence the development of the system and security architectures, selection of security solutions, monitoring, threat hunting, response and recovery activities.","OPS - THR-01",8
"919","Policy","Indicators of Exposure (IOE)",,"Mechanisms exist to develop Indicators of Exposure (IOE) to understand the potential attack vectors that attackers could use to attack the organization. ","OPS - THR-02",8
"920","Policy","Threat Intelligence Feeds",,"Mechanisms exist to maintain situational awareness of evolving threats by leveraging the knowledge of attacker tactics, techniques and procedures to facilitate the implementation of preventative and compensating controls.","OPS - THR-03",8
"921","Policy","Insider Threat Program ",,"Mechanisms exist to implement an insider threat program that includes a cross-discipline insider threat incident handling team. ","OPS - THR-04",8
"922","Policy","Insider Threat Awareness",,"Mechanisms exist to utilize security awareness training on recognizing and reporting potential indicators of insider threat.","OPS - THR-05",8
"923","Policy","Vulnerability Disclosure Program (VDP)",,"Mechanisms exist to establish a Vulnerability Disclosure Program (VDP) to assist with the secure development and maintenance of products and services that receives unsolicited input from the public about vulnerabilities in organizational systems, services and processes.","OPS - THR-06",8
"924","Policy","Threat Hunting",,"Mechanisms exist to perform cyber threat hunting that uses Indicators of Compromise (IoC) to detect, track and disrupt threats that evade existing security controls.","OPS - THR-07",4
"925","Policy","Tainting",,"Mechanisms exist to embed false data or steganographic data in files to enable the organization to determine if data has been exfiltrated and provide a means to identify the individual(s) involved.","OPS - THR-08",1
"926","Policy","Threat Catalog",,"Mechanisms exist to develop and keep current a catalog of applicable internal and external threats to the organization, both natural and manmade.","OPS - THR-09",5
"927","Policy","Threat Analysis",,"Mechanisms exist to identify, assess, prioritize and document the potential impact(s) and likelihood(s) of applicable internal and external threats.","OPS - THR-10",7
"928","Policy","Identity & Access Management (IAM) ",,"Mechanisms exist to facilitate the implementation of identification and access management controls.","OPS - IAC-01",10
"929","Policy","Retain Access Records",,"Mechanisms exist to retain a record of personnel accountability to ensure there is a record of all access granted to an individual (system and application-wise), who provided the authorization, when the authorization was granted and when the access was last reviewed.","OPS - IAC-01.1",3
"930","Policy","Identification & Authentication for Organizational Users ",,"Mechanisms exist to uniquely identify and centrally Authenticate, Authorize and Audit (AAA) organizational users and processes acting on behalf of organizational users. ","OPS - IAC-02",9
"931","Policy","Group Authentication ",,"Mechanisms exist to require individuals to be authenticated with an individual authenticator when a group authenticator is utilized. ","OPS - IAC-02.1",7
"932","Policy","Network Access to Privileged Accounts - Replay Resistant",,"Automated mechanisms exist to employ replay-resistant network access authentication.","OPS - IAC-02.2",9
"933","Policy","Acceptance of PIV Credentials ",,"Mechanisms exist to accept and electronically verify organizational Personal Identity Verification (PIV) credentials. ","OPS - IAC-02.3",2
"934","Policy","Out-of-Band Authentication (OOBA) ",,"Mechanisms exist to implement Out-of-Band Authentication (OOBA) under specific conditions. ","OPS - IAC-02.4",5
"935","Policy","Identification & Authentication for Non-Organizational Users ",,"Mechanisms exist to uniquely identify and centrally Authenticate, Authorize and Audit (AAA) third-party users and processes that provide services to the organization.","OPS - IAC-03",9
"936","Policy","Acceptance of PIV Credentials from Other Organizations ",,"Mechanisms exist to accept and electronically verify Personal Identity Verification (PIV) credentials from third-parties.","OPS - IAC-03.1",2
"937","Policy","Acceptance of Third-Party Credentials",,"Automated mechanisms exist to accept Federal Identity, Credential and Access Management (FICAM)-approved third-party credentials. ","OPS - IAC-03.2",2
"938","Policy","Use of FICAM-Issued Profiles",,"Mechanisms exist to conform systems to Federal Identity, Credential and Access Management (FICAM)-issued profiles. ","OPS - IAC-03.3",2
"939","Policy","Disassociability",,"Mechanisms exist to disassociate user attributes or credential assertion relationships among individuals, credential service providers and relying parties.","OPS - IAC-03.4",2
"940","Policy","Acceptance of External Authenticators",,"Mechanisms exist to restrict the use of external authenticators to those that are National Institute of Standards and Technology (NIST)-compliant and maintain a list of accepted external authenticators.","OPS - IAC-03.5",4
"941","Policy","Identification & Authentication for Devices",,"Mechanisms exist to uniquely identify and centrally Authenticate, Authorize and Audit (AAA) devices before establishing a connection using bidirectional authentication that is cryptographically- based and replay resistant.","OPS - IAC-04",9
"942","Policy","Device Attestation",,"Mechanisms exist to ensure device identification and authentication is accurate by centrally-managing the joining of systems to the domain as part of the initial asset configuration management process.","OPS - IAC-04.1",5
"943","Policy","Identification & Authentication for Third Party Systems & Services",,"Mechanisms exist to identify and authenticate third-party systems and services.","OPS - IAC-05",9
"944","Policy","Sharing Identification & Authentication Information",,"Mechanisms exist to ensure external service providers provide current and accurate information for any third-party user with access to the organization's data or assets.","OPS - IAC-05.1",5
"945","Policy","Privileged Access by Non-Organizational Users",,"Mechanisms exist to prohibit privileged access by non-organizational users.","OPS - IAC-05.2",9
"946","Policy","Multi-Factor Authentication (MFA)",,"Automated mechanisms exist to enforce Multi-Factor Authentication (MFA) for:  ▪ Remote network access;   ▪ Third-party systems, applications and/or services; and/ or  ▪ Non-console access to critical systems or systems that store, transmit and/or process sensitive/regulated data.","OPS - IAC-06",9
"947","Policy","Network Access to Privileged Accounts",,"Mechanisms exist to utilize Multi-Factor Authentication (MFA) to authenticate network access for privileged accounts. ","OPS - IAC-06.1",9
"948","Policy","Network Access to Non-Privileged Accounts ",,"Mechanisms exist to utilize Multi-Factor Authentication (MFA) to authenticate network access for non-privileged accounts. ","OPS - IAC-06.2",7
"949","Policy","Local Access to Privileged Accounts ",,"Mechanisms exist to utilize Multi-Factor Authentication (MFA) to authenticate local access for privileged accounts. ","OPS - IAC-06.3",5
"950","Policy","Out-of-Band Multi-Factor Authentication ",,"Mechanisms exist to implement Multi-Factor Authentication (MFA) for remote access to privileged and non-privileged accounts such that one of the factors is securely provided by a device separate from the system gaining access. ","OPS - IAC-06.4",5
"951","Policy","User Provisioning & De-Provisioning ",,"Mechanisms exist to utilize a formal user registration and de-registration process that governs the assignment of access rights. ","OPS - IAC-07",10
"952","Policy","Change of Roles & Duties",,"Mechanisms exist to revoke user access rights following changes in personnel roles and duties, if no longer necessary or permitted. ","OPS - IAC-07.1",10
"953","Policy","Termination of Employment",,"Mechanisms exist to revoke user access rights in a timely manner, upon termination of employment or contract.","OPS - IAC-07.2",10
"954","Policy","Role-Based Access Control (RBAC) ",,"Mechanisms exist to enforce a Role-Based Access Control (RBAC) policy over users and resources that applies need-to-know and fine-grained access control for sensitive/regulated data access.","OPS - IAC-08",9
"955","Policy","Identifier Management (User Names)",,"Mechanisms exist to govern naming standards for usernames and systems.","OPS - IAC-09",9
"956","Policy","User Identity (ID) Management ",,"Mechanisms exist to ensure proper user identification management for non-consumer users and administrators. ","OPS - IAC-09.1",9
"957","Policy","Identity User Status",,"Mechanisms exist to identify contractors and other third-party users through unique username characteristics. ","OPS - IAC-09.2",7
"958","Policy","Dynamic Management",,"Mechanisms exist to dynamically manage usernames and system identifiers. ","OPS - IAC-09.3",5
"959","Policy","Cross-Organization Management",,"Mechanisms exist to coordinate username identifiers with external organizations for cross-organization management of identifiers. ","OPS - IAC-09.4",5
"960","Policy","Privileged Account Identifiers",,"Mechanisms exist to uniquely manage privileged accounts to identify the account as a privileged user or service.","OPS - IAC-09.5",9
"961","Policy","Pairwise Pseudonymous Identifiers (PPID)",,"Mechanisms exist to generate pairwise pseudonymous identifiers with no identifying information about a data subject to discourage activity tracking and profiling of the data subject.","OPS - IAC-09.6",1
"962","Policy","Authenticator Management",,"Mechanisms exist to securely manage authenticators for users and devices.","OPS - IAC-10",10
"963","Policy","Password-Based Authentication ",,"Mechanisms exist to enforce complexity, length and lifespan considerations to ensure strong criteria for password-based authentication.","OPS - IAC-10.1",9
"964","Policy","PKI-Based Authentication",,"Automated mechanisms exist to validate certificates by constructing and verifying a certification path to an accepted trust anchor including checking certificate status information for PKI-based authentication.","OPS - IAC-10.2",9
"965","Policy","In-Person or Trusted Third-Party Registration",,"Mechanisms exist to conduct in-person or trusted third-party identify verification before user accounts for third-parties are created.","OPS - IAC-10.3",9
"966","Policy","Automated Support For Password Strength",,"Automated mechanisms exist to determine if password authenticators are sufficiently strong enough to satisfy organization-defined password length and complexity requirements. ","OPS - IAC-10.4",5
"967","Policy","Protection of Authenticators",,"Mechanisms exist to protect authenticators commensurate with the sensitivity of the information to which use of the authenticator permits access. ","OPS - IAC-10.5",10
"968","Policy","No Embedded Unencrypted Static Authenticators",,"Mechanisms exist to ensure that unencrypted, static authenticators are not embedded in applications, scripts or stored on function keys. ","OPS - IAC-10.6",10
"969","Policy","Hardware Token-Based Authentication",,"Automated mechanisms exist to ensure organization-defined token quality requirements are satisfied for hardware token-based authentication.","OPS - IAC-10.7",9
"970","Policy","Vendor-Supplied Defaults",,"Mechanisms exist to ensure vendor-supplied defaults are changed as part of the installation process.","OPS - IAC-10.8",10
"971","Policy","Multiple Information System Accounts",,"Mechanisms exist to implement security safeguards to manage the risk of compromise due to individuals having accounts on multiple information systems.","OPS - IAC-10.9",5
"972","Policy","Expiration of Cached Authenticators",,"Automated mechanisms exist to prohibit the use of cached authenticators after organization-defined time period.","OPS - IAC-10.10",5
"973","Policy","Password Managers",,"Mechanisms exist to protect and store passwords via a password manager tool.","OPS - IAC-10.11",8
"974","Policy","Biometric Authentication",,"Mechanisms exist to ensure biometric-based authentication satisfies organization-defined biometric quality requirements for false positives and false negatives.","OPS - IAC-10.12",5
"975","Policy","Authenticator Feedback",,"Mechanisms exist to obscure the feedback of authentication information during the authentication process to protect the information from possible exploitation/use by unauthorized individuals. ","OPS - IAC-11",6
"976","Policy","Cryptographic Module Authentication ",,"Mechanisms exist to ensure cryptographic modules adhere to applicable statutory, regulatory and contractual requirements for security strength.","OPS - IAC-12",8
"977","Policy","Hardware Security Modules (HSM)",,"Automated mechanisms exist to utilize Hardware Security Modules (HSM) to protect authenticators on which the component relies. ","OPS - IAC-12.1",3
"978","Policy","Adaptive Identification & Authentication ",,"Mechanisms exist to allow individuals to utilize alternative methods of authentication under specific circumstances or situations.","OPS - IAC-13",5
"979","Policy","Single Sign-On (SSO)",,"Mechanisms exist to provide a Single Sign-On (SSO) capability to the organization's systems and services.","OPS - IAC-13.1",5
"980","Policy","Federated Credential Management",,"Mechanisms exist to federate credentials to allow cross-organization authentication of individuals and devices.","OPS - IAC-13.2",4
"981","Policy","Re-Authentication ",,"Mechanisms exist to force users and devices to re-authenticate according to organization-defined circumstances that necessitate re-authentication. ","OPS - IAC-14",8
"982","Policy","Account Management ",,"Mechanisms exist to proactively govern account management of individual, group, system, service, application, guest and temporary accounts.","OPS - IAC-15",10
"983","Policy","Automated System Account Management ",,"Automated mechanisms exist to support the management of system accounts. ","OPS - IAC-15.1",5
"984","Policy","Removal of Temporary / Emergency Accounts",,"Automated mechanisms exist to disable or remove temporary and emergency accounts after an organization-defined time period for each type of account. ","OPS - IAC-15.2",9
"985","Policy","Disable Inactive Accounts",,"Automated mechanisms exist to disable inactive accounts after an organization-defined time period. ","OPS - IAC-15.3",10
"986","Policy","Automated Audit Actions",,"Automated mechanisms exist to audit account creation, modification, enabling, disabling and removal actions and notify organization-defined personnel or roles. ","OPS - IAC-15.4",5
"987","Policy","Restrictions on Shared Groups / Accounts",,"Mechanisms exist to authorize the use of shared/group accounts only under certain organization-defined conditions.","OPS - IAC-15.5",10
"988","Policy","Account Disabling for High Risk Individuals",,"Mechanisms exist to disable accounts immediately upon notification for users posing a significant risk to the organization.","OPS - IAC-15.6",10
"989","Policy","System Accounts",,"Mechanisms exist to review all system accounts and disable any account that cannot be associated with a business process and owner. ","OPS - IAC-15.7",10
"990","Policy","Usage Conditions",,"Automated mechanisms exist to enforce usage conditions for users and/or roles.","OPS - IAC-15.8",5
"991","Policy","Emergency Accounts",,"Mechanisms exist to establish and control 'emergency access only' accounts.","OPS - IAC-15.9",5
"992","Policy","Privileged Account Management (PAM) ",,"Mechanisms exist to restrict and control privileged access rights for users and services.","OPS - IAC-16",10
"993","Policy","Privileged Account Inventories ",,"Mechanisms exist to inventory all privileged accounts and validate that each person with elevated privileges is authorized by the appropriate level of organizational management. ","OPS - IAC-16.1",10
"994","Policy","Privileged Account Separation ",,"Mechanisms exist to separate privileged accounts between infrastructure environments to reduce the risk of a compromise in one infrastructure environment from laterally affecting other infrastructure environments.","OPS - IAC-16.2",4
"995","Policy","Periodic Review of Account Privileges",,"Mechanisms exist to periodically-review the privileges assigned to individuals and service accounts to validate the need for such privileges and reassign or remove unnecessary privileges, as necessary.","OPS - IAC-17",10
"996","Policy","User Responsibilities for Account Management",,"Mechanisms exist to compel users to follow accepted practices in the use of authentication mechanisms (e.g., passwords, passphrases, physical or logical security tokens, smart cards, certificates, etc.). ","OPS - IAC-18",10
"997","Policy","Credential Sharing ",,"Mechanisms exist to prevent the sharing of generic IDs, passwords or other generic authentication methods.","OPS - IAC-19",10
"998","Policy","Access Enforcement",,"Mechanisms exist to enforce Logical Access Control (LAC) permissions that conform to the principle of 'least privilege.'","OPS - IAC-20",10
"999","Policy","Access To Sensitive Data",,"Mechanisms exist to limit access to sensitive/regulated data to only those individuals whose job requires such access. ","OPS - IAC-20.1",10
"1000","Policy","Database Access",,"Mechanisms exist to restrict access to databases containing sensitive/regulated data to only necessary services or those individuals whose job requires such access. ","OPS - IAC-20.2",10
